2023-09-12 11:09:472 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 11:09:103 INFO  HomePage :39 - Clicking on Login Button
2023-09-12 11:09:251 INFO  LoginPage :37 - Enter username Json to username field [[ChromeDriver: chrome on windows (ac125c2ae05d8da4df54164db55d31f9)] -> id: loginusername]
2023-09-12 11:09:590 INFO  LoginPage :42 - Enter Password martin to Password field [[ChromeDriver: chrome on windows (ac125c2ae05d8da4df54164db55d31f9)] -> id: loginpassword]
2023-09-12 11:09:656 INFO  LoginPage :47 - Clicking on Login Button
2023-09-12 11:09:752 INFO  LoginPage :53 - get actual title text of Welcome
2023-09-12 11:09:954 INFO  HomePage :32 - Clicking on SignUp Button
2023-09-12 11:09:58 INFO  SignUpPage :42 - Enter User [[ChromeDriver: chrome on windows (4e1f730f6f23671fe02a889fee303ff2)] -> id: sign-username]
2023-09-12 11:09:405 INFO  SignUpPage :47 - Enter Password cena to Password field [[ChromeDriver: chrome on windows (4e1f730f6f23671fe02a889fee303ff2)] -> id: sign-password]
2023-09-12 11:09:493 INFO  SignUpPage :52 - Clicking on SignUp Button
2023-09-12 11:09:963 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 11:09:880 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 11:09:89 INFO  AddToCartPage :22 - Clicking on Add To Cart Button
2023-09-12 11:09:942 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 11:09:493 INFO  AddToCartPage :22 - Clicking on Add To Cart Button
2023-09-12 11:09:556 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 11:09:130 INFO  AddToCartPage :23 - Clicking on Add To Cart Button
2023-09-12 11:09:668 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 11:09:236 INFO  AddToCartPage :23 - Clicking on Add To Cart Button
2023-09-12 11:09:822 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 11:09:459 INFO  AddToCartPage :23 - Clicking on Add To Cart Button
2023-09-12 11:09:210 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 11:09:828 INFO  AddToCartPage :23 - Clicking on Add To Cart Button
2023-09-12 11:09:446 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 11:09:110 INFO  AddToCartPage :23 - Clicking on Add To Cart Button
2023-09-12 11:09:450 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 11:09:982 INFO  AddToCartPage :23 - Clicking on Add To Cart Button
2023-09-12 12:09:184 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 12:09:730 INFO  AddToCartPage :23 - Clicking on Add To Cart Button
2023-09-12 12:09:301 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 12:09:877 INFO  AddToCartPage :23 - Clicking on Add To Cart Button
2023-09-12 12:09:50 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 12:09:598 INFO  AddToCartPage :23 - Clicking on Add To Cart Button
2023-09-12 12:09:199 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 12:09:833 INFO  AddToCartPage :23 - Clicking on Add To Cart Button
2023-09-12 12:09:160 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 12:09:815 INFO  AddToCartPage :23 - Clicking on Add To Cart Button
2023-09-12 12:09:133 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 12:09:850 INFO  AddToCartPage :30 - Clicking on Add To Cart Button
2023-09-12 12:09:337 INFO  AddToCartPage :46 - Clicking on Cart Tab
2023-09-12 12:09:646 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 12:09:171 INFO  AddToCartPage :30 - Clicking on Add To Cart Button
2023-09-12 12:09:815 INFO  AddToCartPage :46 - Clicking on Cart Tab
2023-09-12 12:09:255 INFO  HomePage :45 - Mouse Hover And Click IPhone6
2023-09-12 12:09:942 INFO  AddToCartPage :30 - Clicking on Add To Cart Button
2023-09-12 12:09:459 INFO  AddToCartPage :46 - Clicking on Cart Tab
